Referência;02/2014;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Serra Talhada - PE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Sinop - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Sobral - CE;R$ 0,00;R$ 0,00;R$ 164,95;R$ 0,00;0.00% do Bruto
Socorro - SP;R$ 500,00;R$ 50,00;R$ 100,00;R$ 0,00;Fixo 500.00 semestre
Sorocaba - SP;R$ 1.800,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 1800.00 semestre
Suíça -  Horgen;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Suzano / Itaquaquecetuba / Arujá / Mogi- SP;R$ 293,63;R$ 117,45;R$ 5.872,51;R$ 0,00;5.00% do Bruto
Taboão da Serra - SP;R$ 500,00;R$ 86,40;R$ 4.320,00;R$ 0,00;Fixo 500.00 semestre
Taguatinga - DF;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Taquaralto - TO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Taquaritinga - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Tatuí - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Taubaté - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Teixeira de Freitas - BA;R$ 500,00;R$ 3,20;R$ 160,00;R$ 0,00;Fixo 500.00 semestre
Teófilo Otoni - MG;R$ 500,00;R$ 31,10;R$ 1.555,00;R$ 0,00;Fixo 500.00 semestre
Teresina LJ02 - PI;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Timon - MA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Timóteo - MG;R$ 15,00;R$ 3,00;R$ 150,00;R$ 0,00;10.00% do Bruto
Tocantins - TO;R$ 7,50;R$ 3,00;R$ 150,00;R$ 0,00;5.00% do Bruto
Toledo - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Três Corações - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Três Marias - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Três Rios - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Trianon - SP;R$ 1.750,00;R$ 175,00;R$ 2.025,02;R$ 0,00;Fixo 1750.00 semestre
Uberaba - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Uberlândia - MG;R$ 997,20;R$ 398,88;R$ 19.944,03;R$ 0,00;5.00% do Bruto
Umuarama - PR;R$ 500,00;R$ 7,28;R$ 364,00;R$ 0,00;Fixo 500.00 semestre
Urca - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Valinhos - SP;R$ 350,00;R$ 39,64;R$ 1.982,00;R$ 0,00;Fixo 500.00 semestre
Varginha - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Várzea Paulista - SP;R$ 500,00;R$ 50,00;R$ 251,00;R$ 0,00;Fixo 500.00 semestre
Vidigal - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Vila Formosa - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Vila Guilherme - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Vila Maria - SP;R$ 400,00;R$ 40,00;R$ 2.125,00;R$ 0,00;Fixo 400.00 semestre
Vilhena - RO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Vinhedo - SP;R$ 500,00;R$ 50,00;R$ 754,30;R$ 0,00;Fixo 500.00 semestre
Vitória da Conquista - BA;R$ 500,00;R$ 28,98;R$ 1.449,00;R$ 0,00;0.00% do Bruto
Votuporanga - SP;R$ 500,00;R$ 50,00;R$ 1.211,97;R$ 0,00;Fixo 500.00 semestre
Xaxim - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Total;R$ 90.482,75;R$ 8.102,15;R$ 325.954,67;R$ 2.455,00
