Relatório ;0;;;;;;;
Entre ;20/08/2014 00:00:00 e 20/08/2014 23:59:59 ;tirado em 20/08/2014 15:50:32;;;;;;
Data/Hora;Ordem;Descrição;Pago;Troco;Valor;Forma;Feito;
00/00/0000 00:00:00;#316697/1;;;;-0.04;Depósito;Não;
00/00/0000 00:00:00;#316697/10;Civel + Criminal + Protesto + Trabalhist;;;-0.01;Depósito;Não;
00/00/0000 00:00:00;#316697/3;Civel + Criminal + Protesto + Trabalhist;;;42.62;Depósito;Não;
00/00/0000 00:00:00;#316697/10;Civel + Criminal + Protesto + Trabalhist;;;19.02;Depósito;Não;
00/00/0000 00:00:00;#316697/9;Civel + Criminal + Protesto + Trabalhist;;;19.02;Depósito;Não;
00/00/0000 00:00:00;#316697/8;Civel + Criminal + Protesto + Trabalhist;;;13.49;Depósito;Não;
00/00/0000 00:00:00;#316697/7;Civel + Criminal + Protesto + Trabalhist;;;13.49;Depósito;Não;
00/00/0000 00:00:00;#316559/1;Civel + Criminal + Protesto + Trabalhist;;;32.89;Depósito;Não;
00/00/0000 00:00:00;#316697/1;Civel + Criminal + Protesto + Trabalhist;;;32.89;Depósito;Não;
00/00/0000 00:00:00;#316697/5;Civel + Criminal + Protesto + Trabalhist;;;32.89;Depósito;Não;
00/00/0000 00:00:00;#316697/4;Civel + Criminal + Protesto + Trabalhist;;;42.62;Depósito;Não;
;;;;Total;248.88;;;
