Referência;03/2015;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
São Conrado - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
São Gabriel - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
São Gonçalo - RJ;R$ 500,00;R$ 50,00;R$ 200,00;R$ 0,00;Fixo 500.00 semestre
São Gonçalo do Amarante - RN;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
São João de Meriti - RJ;R$ 500,00;R$ 10,00;R$ 2.732,90;R$ 0,00;Fixo 500.00 semestre
São João Del Rei - MG;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
São José do Rio Preto - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
São José dos Campos - SP;R$ 1.300,00;R$ 130,00;R$ 585,00;R$ 0,00;Fixo 1300.00 semestre
São Lourenço - MG;R$ 300,00;R$ 4,00;R$ 200,00;R$ 0,00;Fixo 300.00 semestre
São Luis - MA;R$ 295,00;R$ 118,00;R$ 5.900,00;R$ 0,00;5.00% do Bruto
São Mateus - São Paulo - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
São Miguel Paulista - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
São Pedro da Aldeia - RJ;R$ 1.000,00;R$ 31,00;R$ 1.550,00;R$ 0,00;Fixo 1000.00 semestre
São Roque - SP;R$ 200,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 200.00 semestre
Senhor do Bonfim - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Seropédica - RJ;R$ 500,00;R$ 50,00;R$ 275,00;R$ 0,00;Fixo 500.00 semestre
Serra Talhada - PE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Sertãozinho - SP;R$ 500,00;R$ 50,00;R$ 1.180,00;R$ 0,00;Fixo 500.00 semestre
Sinop - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Sobral - CE;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Socorro - SP;R$ 350,00;R$ 35,00;R$ 110,00;R$ 0,00;Fixo 350.00 semestre
Sorocaba - SP;R$ 1.000,00;R$ 100,00;R$ 591,06;R$ 0,00;Fixo 1000.00 semestre
Suíça -  Horgen;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Sumaré - SP;R$ 500,00;R$ 50,00;R$ 2.295,20;R$ 0,00;Fixo 500.00 semestre
Suzano / Itaquaquecetuba / Arujá / Mogi das Cruzes - SP;R$ 318,60;R$ 127,44;R$ 6.372,00;R$ 0,00;5.00% do Bruto
Taboão da Serra - SP;R$ 1.000,00;R$ 130,64;R$ 6.532,00;R$ 0,00;Fixo 1000.00 semestre
Taguatinga - DF;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Taguatinga Norte - DF;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Taquaralto - TO;R$ 500,00;R$ 50,00;R$ 3.614,00;R$ 0,00;Fixo 500.00 semestre
Taquaritinga - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Tatuí - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Taubaté - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Teófilo Otoni - MG;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Teresina LJ02 - PI;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Teresópolis - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Timon - MA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Tocantins - TO;R$ 114,38;R$ 45,75;R$ 2.287,53;R$ 0,00;5.00% do Bruto
Toledo - PR;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Tomé Açu - PA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Toritama - PE;R$ 300,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 300.00 semestre
Três Lagoas - MS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Três Marias - MG;R$ 350,00;R$ 35,00;R$ 0,00;R$ 0,00;Fixo 350.00 semestre
Três Rios - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Trianon - SP;R$ 1.750,00;R$ 175,00;R$ 822,00;R$ 0,00;Fixo 1750.00 semestre
Tupã - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Uberaba - MG;R$ 500,00;R$ 0,10;R$ 5,00;R$ 0,00;Fixo 500.00 semestre
Uberlândia - MG;R$ 6,50;R$ 2,60;R$ 130,00;R$ 0,00;5.00% do Bruto
Valença - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Varginha - MG;R$ 500,00;R$ 50,00;R$ 100,00;R$ 0,00;Fixo 500.00 semestre
Várzea Grande - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Várzea Paulista - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Vidigal - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Vila Formosa - SP;R$ 1.000,00;R$ 100,00;R$ 3.306,00;R$ 0,00;Fixo 1000.00 semestre
Vila Guilherme - SP;R$ 750,00;R$ 100,00;R$ 670,00;R$ 0,00;Fixo 750.00 semestre
Vila Maria - SP;R$ 1.000,00;R$ 100,00;R$ 2.035,00;R$ 0,00;Fixo 1000.00 semestre
Vila Mariana - SP;R$ 1.000,00;R$ 100,00;R$ 1.095,00;R$ 0,00;Fixo 1000.00 semestre
Vilhena - RO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Vitória da Conquista - BA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Votuporanga - SP;R$ 500,00;R$ 50,00;R$ 2.258,60;R$ 0,00;Fixo 500.00 semestre
Total;R$ 120.810,67;R$ 11.128,25;R$ 312.075,41;R$ 338,00
