Referência;12/2013;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Cianorte - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cidade Líder - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Conde de Bonfim;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Conselheiro Lafaiete - MG;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Consolação - SP;R$ 1.000,00;R$ 100,00;R$ 1.177,00;R$ 0,00;Fixo 1000.00 semestre
Contagem - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cotia - SP;R$ 1.000,00;R$ 50,74;R$ 2.536,98;R$ 0,00;Fixo 1000.00 semestre
Cubatão - SP;R$ 500,00;R$ 50,00;R$ 769,00;R$ 0,00;Fixo 500.00 semestre
Cuiabá - MT;R$ 1.300,00;R$ 12,42;R$ 621,00;R$ 0,00;Fixo 1300.00 semestre
Curitiba - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Curitiba Lj 02 - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Diadema - SP;R$ 181,20;R$ 72,48;R$ 3.624,00;R$ 0,00;5.00% do Bruto
Dracena - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Duque de Caxias - RJ;R$ 17,50;R$ 7,00;R$ 350,00;R$ 0,00;5.00% do Bruto
Extrema - MG;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Fazenda Rio Grande - PR;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Feira de Santana - BA;R$ 1.000,00;R$ 91,50;R$ 4.575,00;R$ 0,00;Fixo 1000.00 semestre
Foz do Iguaçu - PR;R$ 1.750,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 1750.00 semestre
Franca - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Goianésia - GO;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Goiânia - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Governador Valadares - MG;R$ 1.000,00;R$ 23,46;R$ 1.173,10;R$ 0,00;Fixo 1000.00 semestre
Guanambi - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Guarapari - ES;R$ 15,00;R$ 6,00;R$ 300,00;R$ 0,00;5.00% do Bruto
Guarapuava - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Guaratinguetá - SP;R$ 500,00;R$ 11,83;R$ 591,70;R$ 0,00;Fixo 500.00 semestre
Guariba - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Guarujá  - SP;R$ 1.500,00;R$ 150,00;R$ 4.083,46;R$ 0,00;Fixo 1500.00 semestre
Guarulhos  - SP;R$ 1.500,00;R$ 150,00;R$ 4.790,74;R$ 0,00;Fixo 1500.00 semestre
Guaxupé - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ilha do Governador - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ilhéus - BA;R$ 500,00;R$ 50,00;R$ 2.965,00;R$ 0,00;Fixo 500.00 semestre
Imperatriz - MA;R$ 500,00;R$ 50,00;R$ 10.070,00;R$ 0,00;Fixo 500.00 semestre
Indaial - SC;R$ 400,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 400.00 semestre
Indaiatuba - SP;R$ 120,96;R$ 48,39;R$ 2.419,25;R$ 0,00;5.00% do Bruto
Interlagos - SP;R$ 0,00;R$ 0,00;R$ 2.282,00;R$ 0,00;0.00% do Bruto
Irajá - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itabira - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itaguaí - RJ;R$ 45,90;R$ 18,36;R$ 918,00;R$ 0,00;5.00% do Bruto
Itaim Bibi - SP;R$ 1.000,00;R$ 100,00;R$ 0,00;R$ 0,00;Fixo 1000.00 semestre
Itajubá - MG;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Itanhaem - SP;R$ 500,00;R$ 50,00;R$ 862,80;R$ 0,00;Fixo 500.00 semestre
Itaperuna - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Itapira - SP;R$ 500,00;R$ 6,76;R$ 338,00;R$ 0,00;Fixo 500.00 semestre
Itaquera - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itatiba - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Itu - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Ituiutaba - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Jacareí - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Jacarepaguá - RJ;R$ 1.000,00;R$ 100,00;R$ 0,00;R$ 0,00;Fixo 1000.00 semestre
Jaguariúna - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Jales - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Jardim Paulista - São Paulo - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Jaú - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Jequié - BA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
João Pessoa - PB;R$ 103,65;R$ 41,46;R$ 2.073,00;R$ 0,00;5.00% do Bruto
Joinville - SC;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Juazeiro - BA;R$ 500,00;R$ 79,50;R$ 3.975,00;R$ 0,00;Fixo 500.00 semestre
Juazeiro do Norte - CE;R$ 500,00;R$ 50,00;R$ 150,00;R$ 0,00;Fixo 500.00 semestre
Juiz de Fora - MG;R$ 114,55;R$ 45,82;R$ 2.291,00;R$ 0,00;5.00% do Bruto
Jundiaí - SP;R$ 263,70;R$ 105,48;R$ 5.274,06;R$ 0,00;5.00% do Bruto
Lages - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Lajeado - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Lauro de Freitas - BA;R$ 500,00;R$ 13,16;R$ 657,80;R$ 0,00;Fixo 500.00 semestre
Leblon - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Leme - SP;R$ 500,00;R$ 50,00;R$ 989,00;R$ 0,00;Fixo 500.00 semestre
Liberdade - SP;R$ 1.000,00;R$ 100,00;R$ 5.025,27;R$ 0,00;Fixo 1000.00 semestre
Limeira - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Lisboa - Portugal;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Londres - Inglaterra;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Luis Eduardo Magalhães - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Macaé - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Maceió - AL;R$ 500,00;R$ 50,00;R$ 190,00;R$ 0,00;Fixo 500.00 semestre
Maracanaú - CE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Marília - SP;R$ 1.000,00;R$ 17,72;R$ 886,00;R$ 0,00;Fixo 1000.00 semestre
Maringá - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Matão - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Mauá - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Mesquita - RJ;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Mogi das Cruzes - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Mogi Guaçu - SP;R$ 500,00;R$ 50,00;R$ 1.018,00;R$ 0,00;Fixo 500.00 semestre
Mogi Mirim - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Monte Carmelo - MG;R$ 350,00;R$ 35,00;R$ 2.645,00;R$ 0,00;Fixo 500.00 semestre
Monte Sião - MG;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Montes Claros - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Montes Claros - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Natal - RN;R$ 1.000,00;R$ 100,00;R$ 0,00;R$ 0,00;Fixo 1000.00 semestre
Niterói - RJ;R$ 6,91;R$ 2,76;R$ 138,15;R$ 0,00;5.00% do Bruto
Nova Friburgo - RJ;R$ 1.000,00;R$ 151,81;R$ 7.590,54;R$ 0,00;Fixo 1000.00 semestre
Nova Iguaçu - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Olímpia - SP;R$ 500,00;R$ 50,00;R$ 2.401,00;R$ 0,00;Fixo 500.00 semestre
Orlândia - SP;R$ 350,00;R$ 35,00;R$ 1.700,52;R$ 0,00;Fixo 350.00 semestre
Osasco - SP;R$ 1.750,00;R$ 175,00;R$ 580,00;R$ 0,00;Fixo 1750.00 semestre
Ourinhos - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Pará de Minas - MG;R$ 400,00;R$ 7,31;R$ 365,54;R$ 0,00;Fixo 400.00 semestre
Paracatú - MG;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 1000.00 semestre
Paranavaí­ - PR;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Parauapebas - PA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Pato Branco - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Patos de Minas - MG;R$ 26,11;R$ 10,45;R$ 522,25;R$ 0,00;5.00% do Bruto
Paulo Afonso - BA;R$ 500,00;R$ 50,00;R$ 4.031,59;R$ 0,00;Fixo 500.00 semestre
Pederneiras - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Pedra de Guaratiba - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Penha - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Perdizes - SP;R$ 0,00;R$ 43,40;R$ 2.170,00;R$ 0,00;0.00% do Bruto
Petrolina - PE;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Piauí - PI;R$ 500,00;R$ 30,04;R$ 1.501,80;R$ 0,00;Fixo 500.00 semestre
Picos - PI;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Pinhais - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Piracicaba - SP;R$ 500,00;R$ 50,00;R$ 8.304,52;R$ 0,00;Fixo 500.00 semestre
Pitangui - MG;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Poços de Caldas - MG;R$ 400,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 400.00 semestre
Pontes e Lacerda - MT;R$ 500,00;R$ 12,00;R$ 600,00;R$ 0,00;Fixo 500.00 semestre
Porto Alegre - RS;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 1000.00 semestre
Porto Alegre LJ02 - RS;R$ 1.000,00;R$ 100,00;R$ 0,00;R$ 0,00;Fixo 1000.00 semestre
Porto Ferreira - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Pouso Alegre - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Praia Grande - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Presidente Prudente - SP;R$ 13,15;R$ 5,26;R$ 263,03;R$ 0,00;5.00% do Bruto
Recife - PE;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Recife LJ 02 - PE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Resende - RJ;R$ 41,02;R$ 16,41;R$ 820,35;R$ 0,00;5.00% do Bruto
Ribeirão Pires - SP;R$ 400,00;R$ 19,34;R$ 967,00;R$ 0,00;Fixo 400.00 semestre
Ribeirão Preto - SP;R$ 94,20;R$ 17,94;R$ 2.931,00;R$ 1.902,00;10.50% do Líquido
Ribeirão Preto LJ 02 - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Rio Claro - SP;R$ 600,00;R$ 60,00;R$ 0,00;R$ 0,00;Fixo 600.00 semestre
Rio das Ostras - RJ;R$ 1.000,00;R$ 100,00;R$ 0,00;R$ 0,00;Fixo 1000.00 semestre
Rio de Janeiro - RJ;R$ 711,57;R$ 284,63;R$ 14.231,30;R$ 0,00;5.00% do Bruto
Rio do Sul - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Rio Grande - RS;R$ 600,00;R$ 5,62;R$ 281,20;R$ 0,00;Fixo 600.00 semestre
Rio Grande da Serra – SP;R$ 6,62;R$ 1,26;R$ 176,00;R$ 105,00;10.50% do Líquido
Rio Verde - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Rolim de Moura - RO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Rondonópolis - MT;R$ 61,18;R$ 24,47;R$ 1.223,60;R$ 0,00;5.00% do Bruto
Salto - SP;R$ 44,25;R$ 17,70;R$ 885,04;R$ 0,00;5.00% do Bruto
Salvador - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Salvador LJ 02 - BA;R$ 1.500,00;R$ 150,00;R$ 0,00;R$ 0,00;Fixo 1500.00 semestre
Salvador LJ 03 - BA;R$ 1.500,00;R$ 150,00;R$ 2.284,60;R$ 0,00;Fixo 1500.00 semestre
Salvador Lj 04 - BA;R$ 1.000,00;R$ 100,00;R$ 2.701,00;R$ 0,00;Fixo 1000.00 semestre
Santa Bárbara d´Oeste - SP;R$ 7,50;R$ 3,00;R$ 150,00;R$ 0,00;5.00% do Bruto
Santa Cruz do Sul - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Santa Inês - MA;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Santa Luzia - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Santa Maria - RS;R$ 750,00;R$ 75,00;R$ 1.888,30;R$ 0,00;Fixo 750.00 semestre
Santana - SP;R$ 1.000,00;R$ 13,90;R$ 695,00;R$ 0,00;Fixo 1000.00 semestre
Santana de Parnaíba - SP;R$ 500,00;R$ 274,92;R$ 13.746,10;R$ 0,00;Fixo 500.00 semestre
Santarém - PA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Santiago - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Santo André - SP;R$ 500,00;R$ 7,00;R$ 350,00;R$ 0,00;Fixo 500.00 semestre
Santo André LJ 02;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Santo Antônio de Pádua - RJ;R$ 500,00;R$ 50,00;R$ 1.668,32;R$ 0,00;Fixo 500.00 semestre
Santos - SP;R$ 1.750,00;R$ 3,60;R$ 180,00;R$ 0,00;Fixo 1750.00 semestre
Santos LJ 02 - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
São Bento do Sul - SC;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
São Bernardo do Campo - LJ 01;R$ 1.000,00;R$ 100,00;R$ 2.775,20;R$ 0,00;Fixo 1000.00 semestre
São Bernardo do Campo - LJ 02;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
São Carlos - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
São Gabriel - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
São Gonçalo - RJ;R$ 700,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 700.00 semestre
São João de Meriti - RJ;R$ 300,00;R$ 6,00;R$ 424,60;R$ 0,00;Fixo 300.00 semestre
São João Del Rei - MG;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
São José do Rio Preto - SP;R$ 4.127,43;R$ 786,18;R$ 70.969,20;R$ 22.846,00;10.50% do Líquido
São José dos Campos - SP;R$ 1.150,00;R$ 115,00;R$ 8.240,05;R$ 0,00;Fixo 1150.00 semestre
São Lourenço - MG;R$ 500,00;R$ 16,40;R$ 820,00;R$ 0,00;Fixo 500.00 semestre
São Luis - MA;R$ 443,00;R$ 177,20;R$ 8.860,00;R$ 0,00;5.00% do Bruto
São Mateus - São Paulo - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
São Pedro da Aldeia - RJ;R$ 1.000,00;R$ 15,20;R$ 760,00;R$ 0,00;Fixo 1000.00 semestre
São Roque - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500 semestre
São Sebastião - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Seropédica - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Sinop - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Sobral - CE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Socorro - SP;R$ 500,00;R$ 50,00;R$ 85,00;R$ 0,00;Fixo 500.00 semestre
Sorocaba - SP;R$ 1.800,00;R$ 0,81;R$ 40,58;R$ 0,00;Fixo 1800.00 semestre
Suíça -  Horgen;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Suzano / Itaquaquecetuba / Arujá / Mogi- SP;R$ 283,87;R$ 113,55;R$ 5.677,34;R$ 0,00;5.00% do Bruto
Taboão da Serra - SP;R$ 500,00;R$ 43,20;R$ 2.160,00;R$ 0,00;Fixo 500.00 semestre
Taguatinga - DF;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Taquaralto - TO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Taquaritinga - SP;R$ 500,00;R$ 7,83;R$ 391,38;R$ 0,00;Fixo 500.00 semestre
Tatuapé - SP;R$ 1.500,00;R$ 150,00;R$ 370,00;R$ 0,00;Fixo 1500.00 semestre
Tatuí - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Taubaté - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Teixeira de Freitas - BA;R$ 500,00;R$ 3,60;R$ 180,00;R$ 0,00;Fixo 500.00 semestre
Teófilo Otoni - MG;R$ 500,00;R$ 40,40;R$ 2.020,02;R$ 0,00;Fixo 500.00 semestre
Tijuca - RJ;R$ 1.500,00;R$ 150,00;R$ 844,00;R$ 0,00;Fixo 1500.00 semestre
Timon - MA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Timóteo - MG;R$ 12,00;R$ 2,40;R$ 120,00;R$ 0,00;10.00% do Bruto
